85.113.84.0,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.1,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.2,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.3,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.4,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.5,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.6,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.7,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.8,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.9,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.10,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.11,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.12,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.13,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.14,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.15,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.16,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.17,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.18,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.19,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.20,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.21,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.22,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.23,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.24,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.25,dd-use2-sp.prod.hydra.sophos.com,delta-delivery
85.113.84.26,dx-use2-sp.prod.hydra.sophos.com,delta-xdelivery
85.113.84.27,dx-use2-sp.prod.hydra.sophos.com,delta-xdelivery
85.113.84.28,dx-use2-sp.prod.hydra.sophos.com,delta-xdelivery
85.113.84.29,dx-use2-sp.prod.hydra.sophos.com,delta-xdelivery
85.113.84.30,dx-use2-sp.prod.hydra.sophos.com,delta-xdelivery
85.113.84.31,dx-use2-sp.prod.hydra.sophos.com,delta-xdelivery
85.113.84.32,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.33,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.34,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.35,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.36,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.37,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.38,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.39,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.40,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.41,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.42,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.43,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.44,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.45,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.46,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.47,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.48,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.49,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.50,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.51,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.52,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.53,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.54,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.55,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.56,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.57,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.58,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.59,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.60,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.61,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.62,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.63,spare-use2-sp.prod.hydra.sophos.com,spare
85.113.84.64,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.65,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.66,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.67,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.68,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.69,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.70,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.71,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.72,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.73,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.74,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.75,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.76,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.77,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.78,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.79,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.80,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.81,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.82,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.83,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.84,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.85,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.86,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.87,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.88,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.89,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.90,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.91,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.92,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.93,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.94,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.95,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.96,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.97,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.98,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.99,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.100,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.101,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.102,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.103,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.104,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.105,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.106,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.107,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.108,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.109,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.110,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.111,id-use2-sp.prod.hydra.sophos.com,internet-delivery
85.113.84.112,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.113,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.114,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.115,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.116,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.117,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.118,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.119,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.120,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.121,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.122,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.123,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.124,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.125,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.126,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.127,ix-use2-sp.prod.hydra.sophos.com,internet-xdelivery
85.113.84.128,cd-use2-sp.prod.hydra.sophos.com,customer-delivery
85.113.84.129,cd-use2-sp.prod.hydra.sophos.com,customer-delivery
85.113.84.130,cd-use2-sp.prod.hydra.sophos.com,customer-delivery
85.113.84.131,cd-use2-sp.prod.hydra.sophos.com,customer-delivery
85.113.84.132,cd-use2-sp.prod.hydra.sophos.com,customer-delivery
85.113.84.133,cd-use2-sp.prod.hydra.sophos.com,customer-delivery
