64.69.223.0,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.1,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.2,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.3,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.4,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.5,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.6,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.7,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.8,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.9,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.10,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.11,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.12,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.13,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.14,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.15,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.16,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.17,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.18,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.19,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.20,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.21,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.22,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.23,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.24,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.25,dd-sae1.eml100gru.ctr.sophos.com,delta-delivery
64.69.223.26,dx-sae1.eml100gru.ctr.sophos.com,delta-xdelivery
64.69.223.27,dx-sae1.eml100gru.ctr.sophos.com,delta-xdelivery
64.69.223.28,dx-sae1.eml100gru.ctr.sophos.com,delta-xdelivery
64.69.223.29,dx-sae1.eml100gru.ctr.sophos.com,delta-xdelivery
64.69.223.30,dx-sae1.eml100gru.ctr.sophos.com,delta-xdelivery
64.69.223.31,dx-sae1.eml100gru.ctr.sophos.com,delta-xdelivery
64.69.223.32,spare-sae1.eml100gru.ctr.sophos.com,spare
64.69.223.33,spare-sae1.eml100gru.ctr.sophos.com,spare
64.69.223.34,spare-sae1.eml100gru.ctr.sophos.com,spare
